life,LMP,Temperature,Stress,C,Si,Mn,P,S,Cr,Mo,W,Ni,Cu,V,Nb,N,Al,O,N_T,N_Time,CR_N,T_T,T_Time
47,35284.81353,923,235,0.12,0.07,0.5,0.005,0.002,10.97,0.29,2,0.55,0.05,0.17,0.045,0.049,0.005,0.01,1373,15,2,823,20
199,35863.3086,923,196,0.12,0.07,0.5,0.005,0.002,10.97,0.29,2,0.55,0.05,0.17,0.045,0.049,0.005,0.01,1373,15,2,823,20
845,36442.95595,923,157,0.12,0.07,0.5,0.005,0.002,10.97,0.29,2,0.55,0.05,0.17,0.045,0.049,0.005,0.01,1373,15,2,823,20
1900,36767.75678,923,137,0.12,0.07,0.5,0.005,0.002,10.97,0.29,2,0.55,0.05,0.17,0.045,0.049,0.005,0.01,1373,15,2,823,20
3107,36964.89818,923,118,0.12,0.07,0.5,0.005,0.002,10.97,0.29,2,0.55,0.05,0.17,0.045,0.049,0.005,0.01,1373,15,2,823,20
6405,37254.88437,923,98,0.12,0.07,0.5,0.005,0.002,10.97,0.29,2,0.55,0.05,0.17,0.045,0.049,0.005,0.01,1373,15,2,823,20
36,35177.93442,923,235,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1373,15,2,823,20
199,35863.3086,923,196,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1373,15,2,823,20
977,36501.13989,923,157,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1373,15,2,823,20
1196,36582.21309,923,147,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1373,15,2,823,20
3917,37057.76335,923,118,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1373,15,2,823,20
80,35498.01927,923,166,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1323,15,2,823,20
524,36251.40999,923,147,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1323,15,2,823,20
2033,36794.87801,923,118,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1323,15,2,823,20
7893,37338.62167,923,98,0.12,0.06,0.49,0.005,0.007,10.38,0.28,1.98,0.52,0.05,0.19,0.047,0.051,0.005,0.01,1323,15,2,823,20
15,34826.99944,923,85,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
105,35607.02493,923,53,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
1568,36690.77162,923,29,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
17553,37659.00351,923,20,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
321,34101.83098,873,126,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
439,34220.52361,873,116,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
1695,34732.71723,873,97,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
2198,34831.24225,873,87,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
5315,35166.01644,873,68,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
6715,35254.66326,873,59,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
12524,35490.98177,873,48,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
25914,35766.66766,873,38,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1193,0.5,2,1053,2
2198,34831.24225,873,108,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
4548,35106.92934,873,83,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
6715,35254.66326,873,73,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
14635,35550.03993,873,66,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
22758,35717.43015,873,54,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
147,31869.53912,823,238,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
840,32492.51881,823,204,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
1413,32678.40396,823,210,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
2255,32845.47657,823,189,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
7645,33281.85663,823,158,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
10173,33383.96752,823,166,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
17101,33569.61366,823,150,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1198,0.5,2,1053,2
248,34004.0084,873,143,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
584,34328.7305,873,132,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
1377,34653.94141,873,108,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
5315,35166.01644,873,83,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
14260,35540.19843,873,56,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
25941,35767.06248,873,48,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
719,32436.92483,823,232,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
2255,32845.47657,823,221,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
5896,33189.00576,823,189,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
18973,33606.74289,823,171,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1248,0.5,2,1023,2
385,34170.7593,873,143,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
1413,34663.72619,873,123,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
4207,35077.38009,873,110,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
16665,35599.28813,873,89,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
1377,32669.17959,823,244,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
3417,32994.02678,823,215,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
7447,33272.47761,823,194,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
8934,33337.54777,823,175,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
28748,33755.27104,823,171,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1273,0.5,2,1023,2
6543,35244.82533,873,110,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1323,0.5,2,1023,2
26595,35776.50248,873,83,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1323,0.5,2,1023,2
1008,32557.68498,823,257,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1323,0.5,2,1023,2
7258,33263.28932,823,221,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1323,0.5,2,1023,2
8264,33309.68458,823,215,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1323,0.5,2,1023,2
11287,33421.10908,823,199,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.01,1323,0.5,2,1023,2
3.4,34232.02225,923,151,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
40,35220.16858,923,116,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
293,36018.38602,923,86,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
4055,37071.64277,923,60,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
4.2,32457.74871,873,232,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
35,33261.62349,873,191,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
204,33929.95922,873,153,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
2459,34873.78428,873,112,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
2.2,30367.65082,823,320,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
14,31029.10033,823,281,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
114,31778.66965,823,243,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
1887,32781.79723,823,210,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
2.1,34038.87562,923,193,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
43,35249.15859,923,157,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
325,36059.93555,923,119,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
1734,36731.10952,923,102,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
5288,37178.06521,923,80,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
17,32987.83399,873,235,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
161,33840.21107,873,191,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
516,34281.79527,873,172,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
4520,35104.58794,873,134,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
3.2,30501.57539,823,320,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
31,31313.22763,823,292,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
137,31844.35798,823,270,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
2959,32942.58926,823,246,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.01,1323,0.5,1,973,1
8.4,34594.57699,923,195,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
234,35928.25344,923,117,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
58,35369.11125,923,157,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
1829,36752.49046,923,78,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
5.2,32538.723,873,271,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
52,33411.723,873,232,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
516,34281.79527,873,191,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
1887,34773.40095,873,153,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
5890,35204.96274,873,115,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.01,1323,0.5,1,973,1
2.3,30383.53897,823,360,0.045,0.529,0.535,0.002,0.008,9.875,2.012,0.01,0.1,0.05,0.012,0.05,0.017,0.005,0.01,1323,0.5,1,973,1
8.1,30833.52013,823,350,0.045,0.529,0.535,0.002,0.008,9.875,2.012,0.01,0.1,0.05,0.012,0.05,0.017,0.005,0.01,1323,0.5,1,973,1
130,31825.61234,823,303,0.045,0.529,0.535,0.002,0.008,9.875,2.012,0.01,0.1,0.05,0.012,0.05,0.017,0.005,0.01,1323,0.5,1,973,1
502,32308.51612,823,288,0.045,0.529,0.535,0.002,0.008,9.875,2.012,0.01,0.1,0.05,0.012,0.05,0.017,0.005,0.01,1323,0.5,1,973,1
3562,33008.88105,823,270,0.045,0.529,0.535,0.002,0.008,9.875,2.012,0.01,0.1,0.05,0.012,0.05,0.017,0.005,0.01,1323,0.5,1,973,1
6.4,34485.57132,923,228,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
38,35199.60747,923,193,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
181,35825.30453,923,149,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
1479,36667.34783,923,100,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
10828,37465.35524,923,60,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
4.1,32448.61239,873,304,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
49,33389.19326,873,264,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
452,34231.58794,873,226,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
3755,35034.28656,873,155,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
12,30974.00312,823,389,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
174,31929.80899,823,346,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
3562,33008.88105,823,307,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.01,1323,0.5,1,973,1
9.3,34635.37697,923,195,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
115,35643.49131,923,151,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
1140,36562.99039,923,114,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
3028,36954.57408,923,100,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
8758,37380.30697,923,80,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
6,32592.97812,873,274,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
117,33719.17834,873,232,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
12035,35475.88152,873,155,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
4.2,30598.77112,823,365,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
170,31921.49642,823,311,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
1487,32696.64889,823,288,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
4641,33103.45828,823,273,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.01,1323,0.5,1,973,1
6.9,34515.72492,923,219,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
14,34799.34339,923,219,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
36,35177.93442,923,200,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
73,35461.31421,923,174,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
106,35610.82452,923,193,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
300,36027.85013,923,151,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
1228,36592.7973,923,113,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
300,36027.85013,923,136,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
584,36294.86627,923,111,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
1196,36582.21309,923,113,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
2515,36880.16377,923,102,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
4391,37103.55326,923,81,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
6,32592.97812,873,320,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
17,32987.83399,873,293,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
42,33330.74871,873,271,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
273,34040.42207,873,250,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
1054,34552.59194,873,230,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
1487,34683.07956,873,206,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
2882,34933.96492,873,201,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
11414,35455.79534,873,183,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
4.2,30598.77112,823,405,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
15,31053.76006,823,394,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
80,31652.08002,823,369,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
111,31769.13777,823,374,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
476,32289.50748,823,355,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
1938,32791.32911,823,350,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
3469,32999.4251,823,341,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
10000,33377.83696,823,320,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.01,1323,0.5,1,973,1
23,34998.342,923,157,0.21,0.35,0.85,0.007,0.013,10.51,1.4,0.01,0.05,0.01,0.01,0.005,0.013,0.005,0.01,1423,1,2,923,1
157,35768.28259,923,116,0.21,0.35,0.85,0.007,0.013,10.51,1.4,0.01,0.05,0.01,0.01,0.005,0.013,0.005,0.01,1423,1,2,923,1
359,36099.81938,923,98,0.21,0.35,0.85,0.007,0.013,10.51,1.4,0.01,0.05,0.01,0.01,0.005,0.013,0.005,0.01,1423,1,2,923,1
1952,36778.58008,923,78,0.21,0.35,0.85,0.007,0.013,10.51,1.4,0.01,0.05,0.01,0.01,0.005,0.013,0.005,0.01,1423,1,2,923,1
19.5,34932.16915,923,198,0.2,0.31,0.89,0.007,0.014,10.4,1.4,0.01,0.05,0.01,0.02,0.005,0.015,0.005,0.01,1423,1,2,923,1
82,35507.91739,923,157,0.2,0.31,0.89,0.007,0.014,10.4,1.4,0.01,0.05,0.01,0.02,0.005,0.015,0.005,0.01,1423,1,2,923,1
492,36226.151,923,117,0.2,0.31,0.89,0.007,0.014,10.4,1.4,0.01,0.05,0.01,0.02,0.005,0.015,0.005,0.01,1423,1,2,923,1
